GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
909740289237761521	HouseholdBio_Darcier	Solene loves cupcakes, romance movies, and frolicking through fields in her best sundress. Kian loves spicy chicken wings, restoring his old motorcycle, and moshing at heavy metal concerts. Together? Well, it turns out that cute pink dresses look GREAT in a mosh pit, as does black icing on cupcakes. What more can these two opposites learn from each other?	Solene loves cupcakes, romance movies, and frolicking through fields in her best sundress. Kian loves spicy chicken wings, restoring his old motorcycle, and moshing at heavy metal concerts. Together? Well, it turns out that cute pink dresses look GREAT in a mosh pit, as does black icing on cupcakes. What more can these two opposites learn from each other?	Solene Darcier is a female Young Adult in a relationship with Kian Cross a male Young Adult	False	New, ChangedOnProofreadingImport, Localized
3260248254677934317	Interaction_WatchTVFitness	Fitness	Fitness	A TV channel that you can select to watch on a TV item	False	New, Localized
4305901151353953177	Interaction_WatchTVNews	The news	The news	A TV channel that you can select to watch on a TV item	False	New, ChangedOnProofreadingImport, Localized
4628580058286966851	UIRelationships_FindParafolk	Find Parafolk	Find Parafolk	When you select a character you have a relationship with in the relationship ui, you can click on this button to automatically zoom on the character to know where they are	False	New, Localized
4143991633134883356	BrainLogic_BeingSeenAuraGettingIntimate	Caught being intimate	Caught being intimate	This is to display the reason to having an Embarassed emotion	False	New, Localized
7383820999537567668	Notification_CaughtCheating	{0} was caught cheating.	{0} was caught cheating.	Shown when your character is caught cheating on their spouse	False	New, ChangedOnProofreadingImport, Localized
7303629666114111596	UIMemories_InAura	In aura: {0} {1}	In aura: {0} {1}		True	New
8166076612357924612	UIMods_UpdatingWorkshopItem	Updating Steam Workshop Item...	Updating Steam Workshop Item...	Shows up as the user can see the progress of the upload for the update.	False	New, Localized
271084297781381005	UIMods_UpdateSuccess	Update Successful!	Update Successful!	Shows up after an update was uploaded successfuly.	False	New, Localized
6017889557759069561	UIMods_UploadingWorkshopItem	Uploading to Steam Workshop...	Uploading to Steam Workshop...	Shows up when the user uploads a workshop item for the first time	False	New, Localized
7939866513008546182	UIMods_UploadSuccess	Upload Successful!	Upload Successful!	Shows up after an update was uploaded successfuly.	False	New, Localized
3964433095418980313	UIMods_PostUploadSuccessPrompt	Would you like to see the Steam Workshop page?	Would you like to see the Steam Workshop page?	Shows up after succesfully upoading a new mod on the Steam Workshop.	False	New, ChangedOnProofreadingImport, Localized
8007227650699305252	UIPrompt_UserWarning_UserWorkshopAgreement	To upload mods, you must agree to the Steam Workshop terms of service.	To upload mods, you must agree to the Steam Workshop terms of service.	Shown when user tries to upload a mod but hasn't accepted the Steam Workshop EULA	False	New, ChangedOnProofreadingImport, Localized
936993309356621959	UIMods_ModTypeSubscribedAndOwner	Steam Workshop Mod (Owner)	Steam Workshop Mod (Owner)	Indicates that the mod is from the workshop but that the user is the owner of this mod	False	New, Localized
8427089843184610987	UIPrompt_DeleteAndSub	Delete and Unsubscribe	Delete and Unsubscribe	Title of a window asking the player if they are sure they want to delete a mod locally from their computer and unsubscribe from that mod on the Steam workshop	False	New, ChangedOnProofreadingImport, Localized
3722083563103031587	UIPrompt_ChangeNotes	Update Change Notes	Update Change Notes	Shows up as a header where the user can enter their change notes for an update of one of their mods	False	New, ChangedOnProofreadingImport, Localized
3358276308654022261	UIMods_DeleteAndUnsubConfirmation	Are you sure you want to delete this mod and unsubscribe from it?	Are you sure you want to delete this mod and unsubscribe from it?	Main text of a window asking the player if they are sure they want to delete a mod locally from their computer and unsubscribe from that mod on the Steam workshop	False	New, Localized
194966216489320774	UICharacters_GoHome	Go home	Go home	Button to make a character walk back home	False	New, Localized
6568419406636667318	Interaction_ThrowCoinInWell	Throw coin in well	Throw coin in well	Interaction where the character throws a coin in the town's well for good luck (doesn't have any actual effect)	False	New, Localized
6742534484978836836	InteractionGroup_GROUP_WELL	Well	Well	An old water well in the town's plaza	False	New, Localized
2080339296199322847	UIModEditorSection_Houses	Lots	Lots	This is the tab button that opens the saved houses UI in the control panel.	False	New, ChangedOnProofreadingImport, Localized
2662816576771500995	UIModEditorSection_Households	Households	Households	This is the tab button that opens the saved households UI in the control panel.	False	New, Localized
2774059980324393841	InteractionUsabilityRuleTooltip_CannotBeCompleteBecauseMissingChair	Needs a chair to use.	Needs a chair to use.	Can't use targeted item because it's not link to a chair. Computer has no chair, etc.	False	New, ChangedOnProofreadingImport, Localized
9105422309698525443	ColorZoneName_Holder2	Holder	Holder	Wall holder for crutches	False	New, ChangedOnProofreadingImport, Localized
8778482286700783645	ColorZoneName_Holder3	Holder	Holder	Holder, cup like, for kitchen utensils	False	New, ChangedOnProofreadingImport, Localized
1277639190523131066	ColorZoneName_Holder4	Holder	Holder	Paper towel holder	False	New, ChangedOnProofreadingImport, Localized
6365149162683036366	ColorZoneName_Toothbrush1	Toothbrush	Toothbrush	Toothbrush #1 of a cup item that has 2 toothbrushes in it	False	New, Localized
1169940048567677343	ColorZoneName_Toothbrush2	Toothbrush	Toothbrush #2 of a cup item that has 2 toothbrushes in it	Toothbrush	False	New, Localized
5094489099084201519	ColorZoneName_CupHolder	Cup Holder	Cup Holder	Cup holder holding toothbrushes	False	New, Localized
7245748027625737249	ColorZoneName_CupHolder2	Cup Holder	Cup Holder	Cup holder holding paintbrushes	False	New, Localized
5023447264484568139	ColorZoneName_SpiceRack	Spice Rack	Spice Rack	Rack in which we specifically display or put spices	False	New, Localized
3458870804111479054	ColorZoneName_Rail2	Rail	Rail	Door rail	False	New, Localized
7742140334296756426	ColorZoneName_Holder5	Holder	Holder	Knife Holder	False	New, ChangedOnProofreadingImport, Localized
9051883435220057834	ColorZoneName_Hanger2	Hanger	Hanger	Hanger for a broom and dustpan	False	New, Localized
4269311954512800173	ColorZoneName_Holder6	Holder	Holder	Toilet Paper holder	False	New, ChangedOnProofreadingImport, Localized
1930587670734177817	Interaction_PurchasePortion	Purchase and eat	Purchase and eat	Interaction to buy and eat food at the cafe. You click on a displayed food item and the character starts to eat it right away	False	New, Localized
364021227960257123	Interaction_PurchaseFoodForTakeout	Purchase food for takeout	Purchase food for takeout	Interaction to buy and eat food at the cafe. You click on a displayed food item and it adds the food to your inventory.	False	Localized
821842705146140235	Trait_Locked	Upgrade your Parafolk's personality level to unlock more personality evolutions	Upgrade your Parafolk's personality level to unlock more personality evolutions	Tooltip over personality traits that the player hasn't unlocked yet (by gaining personality experience)	False	New, ChangedOnProofreadingImport, Localized
2978897546818323056	Article_Day3_Transportation	Hop On a Local Bus for a Faster Commute!	Hop On a Local Bus for a Faster Commute!	This newspaper article hints at the bus fast travel feature that the player can use by clicking on any bus station in town.	False	New, ChangedOnProofreadingImport, Localized
2529885575716254043	Article_FeaturesHint_RoofTools	Home Owners Ask for Architectural Innovations; Engineers Claim They Are Progressing on Advanced Roofing Techniques	Home Owners Ask for Architectural Innovations; Engineers Claim They Are Progressing on Advanced Roofing Techniques	Hints that we will improve roof placement tool in a future update	False	New, Localized
3410960163054967841	Article_FeaturesHint_Gardening	Mayor Gloomberg Is Favorable to “Eventually” Give Residents Gardening Permits	Mayor Gloomberg Is Favorable to “Eventually” Give Residents Gardening Permits	Hints that we will add gardening gameplay in a future update of the game	False	New, ChangedOnProofreadingImport, Localized
5309843514265700107	Article_FeaturesHint_WeatherSeasons	Meteorologists Affirm the Curious “Endless Spring” Phenomenon Will Come to an End	Meteorologists Affirm the Curious “Endless Spring” Phenomenon Will Come to an End	Hints that we will add weather and seasons to the game in a future update	False	New, ChangedOnProofreadingImport, Localized
3042004929648923219	UIGoals_ObjectiveIsItem	Have in inventory: {1} x1	Have in inventory: {1} x1	{1} is the name of an item	False	New, Localized
4627622786744559213	UILoadingLot_Title	Loading Lot...	Loading Lot...	Shown as a screen overlay while a lot is being loaded	False	New, Localized
5684406754177491923	NestedInteraction_Admire	Admire	Admire	An interaction you can do on flowers to admire them	False	New, Localized
7195609249705524194	InteractionGroup_GROUP_Dishwasher	Dishwasher	Dishwasher		False	New, Localized
8613082754532338186	NestedInteraction_Plate_Clean	Clean	Clean	Interaction when clicking on a plate to clean dirty plates left after eating a meal	False	New, Localized
7571572560603461958	InteractionGroup_GROUP_VendingMachine	Vending Machine	Vending Machine	A public vending machine that sells various snacks to eat.	False	New, Localized
3788078030816837145	UIGameBar_Help	Help Guide	Help Guide	Button to open the help menu	False	New, Localized
6045798903104735063	UIHelp_HeaderTitle	Help	Help	Header of the help menu	False	New, Localized
8130874929371819497	Help_LiveMode_Needs	Needs	Needs		False	New, Localized
4932412743264170955	Help_BuildMode	Build Mode	Build Mode		False	New, Localized
9138610107748639890	Help_Paramaker	Paramaker	Paramaker		False	New, Localized
6567133631623356178	Help_BuildMode_Walls	Walls	Walls		False	New, Localized
296184438299778065	Help_BuildMode_Objects	Items	Items		False	New, ChangedOnProofreadingImport, Localized
7500974120194431389	UIGoals_TrackGoal	Track Goal	Track Goal	Shown as a tooltip on your goals (quests) to let you track them or not, tracking a quest will make it visible at all time in the corner of your screen	False	New, ChangedOnProofreadingImport, Localized
5371135420909957543	UIGoals_UntrackGoal	Untrack Goal	Untrack Goal	Shown as a tooltip on your goals (quests) to let you track them or not, tracking a quest will make it visible at all time in the corner of your screen	False	New, ChangedOnProofreadingImport, Localized
3193052823647067867	ItemTag_Science	Science	Science	Category in the Build Mode catalog. Will contain items related to the Science skill (ex, telescope)	False	New, Localized
7129388288995836559	UIThoughtsEmotions_OverlayTitle	These are your Para's emotions	These are your Para's emotions	Tutorial overlay shown when the game teaches the player about emotions, highlighting the current character emotions	False	Localized
9054612243071259676	UIThoughtsEmotions_OverlayDescription	Click on one to decide how your Para will react to it	Click on one to decide how your Para will react to it	Tutorial overlay shown when the game teaches the player about picking wants from their emotions	False	Localized
2156519700650197212	BrainLogic_TrainIntroTutorialBrainLogic	Enjoying the train ride	Enjoying the train ride	Displays the reason why the character has an happy emotion	False	New, ChangedOnProofreadingImport, Localized
233659249881844123	UIOfferedWants_TutorialDescription	Depending on their emotions at any given time, Parafolks can pick new wants, which are short-term objectives to fulfill	Depending on their emotions at any given time, Parafolks can pick new wants, which are short-term objectives to fulfill	Overlay shown as a tutorial where players must pick a want from a list of three	False	Localized
554081910936196321	UITutorial_GoToBuildMode	Click here to switch between Live Mode and Build Mode	Click here to switch between Live Mode and Build Mode	Shown when doing a quest that requires the player to go to build mode as an overlay around the "go to build mode" button	False	Localized
897953014603007422	Item_LightingMountModernFlatSmall	Modino	Modino	Do not translate (except chinese localization)	False	New, Localized
391122166186859915	UIThoughtsWants_OverlayDescription	Active wants are listed here. They reset when going to sleep.	Active wants are listed here. They reset when going to sleep.	Tutorial overlay shown when the game teaches the player about wants, highlighting the spot where character wants are	False	New, Localized
391122166186859916	UINeeds_TutorialDescription	Take care of your Para's needs, or else they might get upset	Take care of your Para's needs, or else they might get upset	Overlay shown in the intro tutorial to teach the player about their character's needs	False	Localized
994561590527500323	Interaction_TutorialFoodPortionEat	Eat	Eat	The interaction used in the tutorial where you click on a meal to eat it	False	New, Localized
2384224085336463979	UITutorial_ClickOnFoodToEatIt	Click on the food to eat it	Click on the food to eat it	Tutorial overlay shown in the game intro when the game teaches the player about interactions	False	New, ChangedOnProofreadingImport, Localized
2910010941263029094	StatusEffect_LearningSpeed+3SpecificInjectedSkill	Learning Streak Bonus	Learning Streak Bonus	Status given when the character is energetic and learns something for an hour	False	New, Localized
7724680571507036081	StatusEffectDescription_LearningSpeed+3SpecificInjectedSkill	Because you're Energetic, you gain a +3 learning speed bonus in a random skill because you learned something else!	Because you're Energetic, you gain a +3 learning speed bonus in a random skill because you learned something else!	Shown when you mouse over the "Learning streak bonus" status effect	False	New, ChangedOnProofreadingImport, Localized
1022636012293013834	StatusEffect_HappinessAura	Happiness Aura	Happiness Aura	Status given to overjoyed characters that radiates happiness around them	False	New, Localized
2488869882898375929	StatusEffectDescription_HappinessAura	You emit an aura of happiness around you, making other Parafolks happier!	You emit an aura of happiness around you, making other Parafolks happier!	Shown when you mouse over the "Happiness aura" status effect, given to overjoyed characters	False	New, Localized
1922425698825240049	UITutorial_PickStoryteller	Pick a Storyteller\n<size=70%><color=#1FB1FF>They affect gameplay parameters\nand difficulty level	Pick a Storyteller\n<size=70%><color=#1FB1FF>They affect gameplay parameters\nand difficulty level	During the game intro, the player must choose a "storyteller" (a special character acting as the difficulty setting for their game), this text is shown at this moment	False	New, ChangedOnProofreadingImport, Localized
3297367865303173083	Help_LiveMode	Live Mode	Live Mode		False	New, Localized
8826792641522495632	Help_LiveMode_Personality	Personality	Personality		False	New, Localized
1982510913431336420	Help_LiveMode_Needs_Hunger	Hunger	Hunger		False	New, Localized
5081908511581286274	Help_LiveMode_Needs_Bathroom	Bathroom	Bathroom		False	New, Localized
543499981743933569	Help_LiveMode_Needs_Sleep	Sleep	Sleep		False	New, Localized
8018418670920637066	Help_LiveMode_Needs_Hygiene	Hygiene	Hygiene		False	New, Localized
1770563193656399646	Help_LiveMode_Emotions	Emotions	Emotions		False	New, Localized
4691393458765566727	Help_LiveMode_Wants	Wants	Wants		False	New, Localized
3980224645015207561	Help_LiveMode_Goals	Goals	Goals		False	New, Localized
2956648109945020120	Help_LiveMode_Goals_LifeGoals	Life Goals	Life Goals		False	New, Localized
733013575944242960	Help_LiveMode_Goals_Requests	Requests	Requests		False	New, Localized
2922982444290285939	Help_LiveMode_AgingAndDeath	Aging and Death	Aging and Death		False	New, Localized
6239000633898219916	Help_LiveMode_Relationships	Relationships	Relationships		False	New, Localized
2184694956676210951	Help_LiveMode_Relationships_Together	Spending Time Together	Spending Time Together		False	New, Localized
1530214019408708181	Help_LiveMode_Relationships_TogetherCards	Together Cards	Together Cards		False	New, Localized
2550217446761169044	Help_LiveMode_Relationships_RelationshipLabels	Relationship Labels	Relationship Labels		False	New, Localized
5928056646412295851	Help_LiveMode_Occupations	Occupations	Occupations		False	New, Localized
7693605896452878235	Help_LiveMode_Occupations_Work	Work	Work		False	New, Localized
1010479299724998615	Help_LiveMode_Occupations_School	School	School		False	New, Localized
5718335135084986723	Help_LiveMode_Occupations_Daycare	Daycare	Daycare		False	New, Localized
8368081341429244444	Help_LiveMode_Skills	Skills	Skills		False	New, Localized
5790809884406529216	Help_LiveMode_BabiesAndToddlers	Babies and Toddlers	Babies and Toddlers		False	New, Localized
5777706610555072324	Help_LiveMode_BabiesAndToddlers_TryingForBaby	Trying for a Baby	Trying for a Baby		False	New, ChangedOnProofreadingImport, Localized
6085167532594763257	Help_LiveMode_BabiesAndToddlers_Pregnancy	Pregnancy	Pregnancy		False	New, Localized
8152291441183931281	Help_LiveMode_BabiesAndToddlers_BabyNeeds	Baby Needs	Baby Needs		False	New, Localized
4674420246770583037	Help_LiveMode_BabiesAndToddlers_ToddlerNeeds	Toddler Needs	Toddler Needs		False	New, Localized
8122852623910958941	Help_LiveMode_Bills	Bank Statements	Bank Statements		False	New, ChangedOnProofreadingImport, Localized
2423498707472218667	Help_LiveMode_Storytellers1	In Paralives, you can pick a <link=0>Storyteller</link> to accompany your Parafolks while they live their <link=1>stories</link>. Each Storyteller affects gameplay elements in different ways.	In Paralives, you can pick a <link=0>Storyteller</link> to accompany your Parafolks while they live their <link=1>stories</link>. Each Storyteller affects gameplay elements in different ways.		False	New, ChangedOnProofreadingImport, Localized
922957257131585788	Help_LiveMode_Storytellers_PickingStoryteller	Picking a Storyteller	Picking a Storyteller		False	New, Localized
8451939219488987022	Help_LiveMode_Storytellers_CustomStorytellers	Custom Storytellers	Custom Storytellers		False	New, Localized
5316978314671369154	Help_LiveMode_Storytellers_StoryCards	Story Cards	Story Cards		False	New, Localized
3962179056257807147	Help_LiveMode_ManagingHouseholds	Managing Households	Managing Households		False	New, Localized
3071432370549182847	Help_Paramaker_Body	Body and Face	Body and Face		False	New, Localized
1939380952239848542	Help_Paramaker_Outfit	Outfits	Outfits		False	New, Localized
7087733211194366963	Help_Paramaker_Personality	Personality	Personality		False	New, Localized
2169465177476211613	Help_Support	Support	Support		False	New, Localized
537902857560112000	Help_LiveMode_Personality1	When creating a household in the Paramaker, different aspects of each Parafolk's <link=0>personality</link> can be selected. Their personality impacts their <link=1>emotions</link>, <link=2>wants</link>, <link=3>needs</link>, <link=4>life goals</link>, and <link=5>Together Cards</link>.	When creating a household in the Paramaker, different aspects of each Parafolk's <link=0>personality</link> can be selected. Their personality impacts their <link=1>emotions</link>, <link=2>wants</link>, <link=3>needs</link>, <link=4>life goals</link>, and <link=5>Together Cards</link>.		False	New, ChangedOnProofreadingImport, Localized
41455956497475258	Help_LiveMode_Personality2	Upgrading Personalities	Upgrading Personalities		False	New, Localized
886284376468065761	Help_LiveMode_Personality3	Parafolks gain personality points by completing <link=0>wants</link> and <link=1>life goals</link>. When they have enough points, their personality levels up, allowing you to upgrade an aspect of it.	Parafolks gain personality points by completing <link=0>wants</link> and <link=1>life goals</link>. When they have enough points, their personality levels up, allowing you to upgrade an aspect of it.		False	New, ChangedOnProofreadingImport, Localized
6341040758997859262	Help_LiveMode1	After <link=0>creating some Parafolks</link> and <link=1>building their house</link>, Live Mode is where the life simulation takes place, allowing you to manage and watch your Parafolks as their lives unfold.	After <link=0>creating some Parafolks</link> and <link=1>building their house</link>, Live Mode is where the life simulation takes place, allowing you to manage and watch your Parafolks as their lives unfold.		False	New, ChangedOnProofreadingImport, Localized
3483296561551828198	Help_LiveMode_Needs1	Parafolks have needs that must be taken care of. If neglected, they'll be in a bad mood, which affects their <link=0>job performance</link>, <link=1>Together Cards</link>, and <link=2>skill</link> learning speed.	Parafolks have needs that must be taken care of. If neglected, they'll be in a bad mood, which affects their <link=0>job performance</link>, <link=1>Together Cards</link>, and <link=2>skill</link> learning speed.		False	New, ChangedOnProofreadingImport, Localized
2597268287656006235	Help_LiveMode_Needs_Hunger1	To relieve their Hunger need, Parafolks can use the fridge to eat snacks or cook recipes.	To relieve their Hunger need, Parafolks can use the fridge to eat snacks or cook recipes.		False	New, ChangedOnProofreadingImport, Localized
1252342916850907971	Help_LiveMode_Needs_Hunger2	More recipes can be learned on the computer, through <link=0>Together Cards</link>, or by leveling up the cooking skill. Higher-level recipes have a higher chance of failing and producing spoiled food.	More recipes can be learned on the computer, through <link=0>Together Cards</link>, or by leveling up the cooking skill. Higher-level recipes have a higher chance of failing and producing spoiled food.		False	New, Localized
7273000680079274418	Help_LiveMode_Needs_Hunger3	While away <link=0>at work or at school</link>, a Para's Hunger need will automatically be relieved during lunch hours.	While away <link=0>at work or at school</link>, a Para's Hunger need will automatically be relieved during lunch hours.		False	New, ChangedOnProofreadingImport, Localized
8875109567927094254	Help_LiveMode_Needs_Hunger4	Parafolks can die if their Hunger bar is empty for too long.	Parafolks can die if their Hunger bar is empty for too long.		False	New, ChangedOnProofreadingImport, Localized
5595782855085972816	Help_LiveMode_Needs_Bathroom1	To relieve their Bathroom need, Parafolks can use the toilet. While away <link=0>at work or at school</link>, the need will automatically be relieved.	To relieve their Bathroom need, Parafolks can use the toilet. While away <link=0>at work or at school</link>, the need will automatically be relieved.		False	New, ChangedOnProofreadingImport, Localized
7806134398683385995	Help_LiveMode_Needs_Sleep1	To relieve the Sleep need, Parafolks can use a bed to sleep. Going to sleep resets whatever <link=0>wants</link> the Parafolk had before sleeping.	To relieve the Sleep need, Parafolks can use a bed to sleep. Going to sleep resets whatever <link=0>wants</link> the Parafolk had before sleeping.		False	New, ChangedOnProofreadingImport, Localized
2292190294937828588	Help_LiveMode_Needs_Sleep2	Parafolks can die if their Sleep need is empty for too long.	Parafolks can die if their Sleep need is empty for too long.		False	New, ChangedOnProofreadingImport, Localized
1587547603792567768	Help_LiveMode_Needs_Hygiene1	To relieve their Hygiene need, Parafolks can shower or bathe. Washing their hands or brushing their teeth will also relieve the need by a small amount.	To relieve their Hygiene need, Parafolks can shower or bathe. Washing their hands or brushing their teeth will also relieve the need by a small amount.		False	New, ChangedOnProofreadingImport, Localized
4514214347410703068	Help_LiveMode_Emotions1	Parafolks go through different emotions based on their successes, their failures, and how their day unfolds in general.	Parafolks go through different emotions based on their successes, their failures, and how their day unfolds in general.		False	New, Localized
1347038863945846939	Help_LiveMode_Emotions2	Each emotion has a number indicating the current strength of said emotion. Hovering your mouse over an emotion shows the emotional reasons why the Para has the emotion, as well as how much time it will take for those emotional reasons to no longer influence it.	Each emotion has a number indicating the current strength of said emotion. Hovering your mouse over an emotion shows the emotional reasons why the Para has the emotion, as well as how much time it will take for those emotional reasons to no longer influence it.		False	New, ChangedOnProofreadingImport, Localized
7420546819708385234	Help_LiveMode_Emotions3	Emotions can give bonuses to <link=0>job performance</link> and <link=1>skill</link> learning speed, as well as unlock <link=2>Together Cards</link>. Some <link=3>personality traits</link> also leverage certain emotions to get even more bonuses from them. For instance, Overjoyed Parafolks learn skills faster when happy, while Gloomy Parafolks learn skills faster when sad.	Emotions can give bonuses to <link=0>job performance</link> and <link=1>skill</link> learning speed, as well as unlock <link=2>Together Cards</link>. Some <link=3>personality traits</link> also leverage certain emotions to get even more bonuses from them. For instance, Overjoyed Parafolks learn skills faster when happy, while Gloomy Parafolks learn skills faster when sad.		False	New, ChangedOnProofreadingImport, Localized
8578814609891041567	Help_LiveMode_Wants1	Wants are short-term objectives that Parafolks can have. Parafolks can get new wants in reaction to various <link=0>emotions</link> they have.	Wants are short-term objectives that Parafolks can have. Parafolks can get new wants in reaction to various <link=0>emotions</link> they have.		False	New, ChangedOnProofreadingImport, Localized
7034990198490505726	Help_LiveMode_Wants2	Click on the relevant emotion to select a new want.	Click on the relevant emotion to select a new want.		False	New, ChangedOnProofreadingImport, Localized
7395696075601005487	Help_LiveMode_Wants3	Wants always reset when going to sleep, but one of them can be pinned and saved for the next day:	Wants always reset when going to sleep, but one of them can be pinned and saved for the next day:		False	New, Localized
8740955923855271311	Help_LiveMode_Wants4	One want can be pinned at a time, and wants can also be deleted if you wish to make room for new ones.	One want can be pinned at a time, and wants can also be deleted if you wish to make room for new ones.		False	New, Localized
588164132771588738	Help_LiveMode_Wants5	Completing a want gives your Parafolks personality experience points, which can be used <link=0>to upgrade their personalities</link>.	Completing a want gives your Parafolks personality experience points, which can be used <link=0>to upgrade their personalities</link>.		False	New, ChangedOnProofreadingImport, Localized
7359858453159318471	Help_LiveMode_Goals1	While <link=0>wants</link> are short-term objectives, Parafolks can also obtain long-term goals.	While <link=0>wants</link> are short-term objectives, Parafolks can also obtain long-term goals.		False	New, Localized
7224384495155139942	Help_LiveMode_Goals2	To see a given Parafolk's list of goals, open the Goal panel.	To see a given Parafolk's list of goals, open the Goal panel.		False	New, ChangedOnProofreadingImport, Localized
6100793144936616530	Help_LiveMode_Goals3	A goal can be tracked so that it always remains visible while playing in Live Mode. Goals can also be removed if you no longer want to complete them.	A goal can be tracked so that it always remains visible while playing in Live Mode. Goals can also be removed if you no longer want to complete them.		False	New, ChangedOnProofreadingImport, Localized
6614321707362934918	Help_LiveMode_Goals_LifeGoals1	Life goals are long-term objectives that Parafolks can have.	Life goals are long-term objectives that Parafolks can have.		False	New, Localized
7703339183581219213	Help_LiveMode_Goals_LifeGoals2	New life goals can be randomly obtained from time to time through <link=0>Story Cards</link>.	New life goals can be randomly obtained from time to time through <link=0>Story Cards</link>.		False	New, Localized
7777715456527354472	Help_LiveMode_Goals_LifeGoals3	Your Parafolk's <link=0>personality</link> and previously completed life goals affect what future life goals will be offered.	Your Parafolk's <link=0>personality</link> and previously completed life goals affect what future life goals will be offered.		False	New, ChangedOnProofreadingImport, Localized
8841015525176559661	Help_LiveMode_Goals_LifeGoals4	Completing a life goal gives personality points, which can be used to <link=0>upgrade a Parafolk's personality</link>.	Completing a life goal gives personality points, which can be used to <link=0>upgrade a Parafolk's personality</link>.		False	New, ChangedOnProofreadingImport, Localized
1506644750544130352	Help_LiveMode_Goals_Requests1	Requests are long-term objectives given by Townies. Townies have new requests every day.	Requests are long-term objectives given by Townies. Townies have new requests every day.		False	New, ChangedOnProofreadingImport, Localized
4177225198355318415	Help_LiveMode_Goals_Requests2	Requests can be obtained by checking the town's request boards or by talking to a Townie who has a “!” above their head.	Requests can be obtained by checking the town's request boards or by talking to a Townie who has a “!” above their head.		False	New, ChangedOnProofreadingImport, Localized
4039699613255616050	Help_LiveMode_Goals_Requests3	Once you've completed a request, you can claim your reward by using the appropriate <link=0>Together Card</link> with the Townie who made the request.	Once you've completed a request, you can claim your reward by using the appropriate <link=0>Together Card</link> with the Townie who made the request.		False	New, ChangedOnProofreadingImport, Localized
5668255528819717776	Help_LiveMode_AgingAndDeath1	Parafolks grow old and eventually pass away. Make the most of their time and prepare for the next generation.	Parafolks grow old and eventually pass away. Make the most of their time and prepare for the next generation.		False	New, Localized
3695474042567620167	Help_LiveMode_AgingAndDeath2	Their current life stage and the time remaining before the next one can be seen in the Profile panel.	Their current life stage and the time remaining before the next one can be seen in the Profile panel.		False	New, ChangedOnProofreadingImport, Localized
1893422488887467591	Help_LiveMode_AgingAndDeath3	Customize your <link=0>Storyteller</link> to disable aging or change the duration of life stages.	Customize your <link=0>Storyteller</link> to disable aging or change the duration of life stages.		False	New, Localized
3757200069910259774	Help_LiveMode_Relationships_Together1	Forming a Group	Forming a Group		False	New, Localized
313821347465563769	Help_LiveMode_Relationships_Together2	Groups of Parafolks can be formed in many ways, listed below. When in a group, you can then pick <link=0>Together Cards</link> to make the conversation evolve.	Groups of Parafolks can be formed in many ways, listed below. When in a group, you can then pick <link=0>Together Cards</link> to make the conversation evolve.		False	New, ChangedOnProofreadingImport, Localized
402639286135625643	Help_LiveMode_Relationships_Together3	Clicking on a Parafolk and selecting the “Talk” interaction will automatically form a group.	Clicking on a Parafolk and selecting the “Talk” interaction will automatically form a group.		False	New, ChangedOnProofreadingImport, Localized
1553659474382563970	Help_LiveMode_Relationships_Together4	To do something as a group, first draw a selection rectangle by clicking the left mouse button and dragging the cursor to select all Parafolks in a given zone.	To do something as a group, first draw a selection rectangle by clicking the left mouse button and dragging the cursor to select all Parafolks in a given zone.		False	New, ChangedOnProofreadingImport, Localized
134900233083136746	Help_LiveMode_Relationships_Together5	Alternatively, hold the Shift key and then left-click Parafolks in the interface to select them and form a group. Parafolks in the world can be right-clicked to be selected, and holding the Shift key will allow you to select multiple Parafolks.	Alternatively, hold the Shift key and then left-click Parafolks in the interface to select them and form a group. Parafolks in the world can be right-clicked to be selected, and holding the Shift key will allow you to select multiple Parafolks.		False	New, ChangedOnProofreadingImport, Localized
6290954215823469973	Help_LiveMode_Relationships_Together6	Group Dynamics	Group Dynamics		False	New, ChangedOnProofreadingImport, Localized
3582250897113939418	Help_LiveMode_Relationships_Together7	While a group is formed, interactions are marked as such in the interaction queue. As long as you stay in the group, interactions will be synced and done by the whole group.	While a group is formed, interactions are marked as such in the interaction queue. As long as you stay in the group, interactions will be synced and done by the whole group.		False	New, ChangedOnProofreadingImport, Localized
7109699514778548232	Help_LiveMode_Relationships_Together8	Disbanding a Group	Disbanding a Group		False	New, Localized
6691970976978532805	Help_LiveMode_Relationships_Together9	To get a Para to leave a group, cancel their current group interaction or click the “Leave” button in the mouseover panel.	To get a Para to leave a group, cancel their current group interaction or click the “Leave” button in the mouseover panel.		False	New, ChangedOnProofreadingImport, Localized
2572941736390588176	Help_LiveMode_Relationships_Together10	Parafolks will sometimes leave a group autonomously. This can happen if the Para needs to go to work, is very bored, too hungry, etc.	Parafolks will sometimes leave a group autonomously. This can happen if the Para needs to go to work, is very bored, too hungry, etc.		False	New, Localized
4349523444748406359	Help_LiveMode_Relationships_TogetherCards1	While in a group, Parafolks can talk together or do any interactions they can do solo, such as taking care of their needs, working on their skills, and so on.	While in a group, Parafolks can talk together or do any interactions they can do solo, such as taking care of their needs, working on their skills, and so on.		False	New, ChangedOnProofreadingImport, Localized
8058415678111838786	Help_LiveMode_Relationships_TogetherCards2	Together Bar	Together Bar		False	New, Localized
